"zone";"area_building_commercial_industrial";"area_building_commercial_innercity";"area_building_highrise";"area_building_lightweight";"area_building_multifamily";"area_building_singlefamily";"area_building_skyscraper";"area_other_airport";"area_other_parking";"area_other_remaining_impervious";"area_rail_bridge";"area_rail_exclude";"area_rail_other";"area_rail_railway";"area_rail_subway_elevated";"area_rail_subway_surface";"area_rail_subway";"area_rail_tram";"area_rail_tunnel";"area_street_bridge_motorway";"area_street_bridge_other";"area_street_exclude";"area_street_local";"area_street_motorway_elevated";"area_street_motorway";"area_street_other_elevated";"area_street_primary";"area_street_secondary";"area_street_tertiary";"area_street_track";"area_street_tunnel"
2313;528902;784;0;285721;37680;1854421;0;38724;74923;724263;235;268381;0;269107;0;0;0;0;0;32496;13700;189;13056591;32496;1725377;13700;0;788782;1371695;102538;0
2314;5931543;95337;90;2959376;591563;20209225;0;1154757;4610418;21456603;9469;181224;1851;2050771;0;0;0;0;0;162786;110137;23818;56654478;162970;4483876;110137;1132990;2068364;2136191;511150;275
2315;150169;6566;84;126019;51569;1023774;0;35362;36067;388989;2341;128533;117;627398;0;0;0;0;0;0;28971;60875;10483278;0;0;28971;0;840773;1067187;354434;0
2316;896464;2364;0;402218;24124;2918716;0;78090;5070;1555668;27655;107492;4077;987231;0;0;0;0;0;0;110457;10706;15909802;0;0;110457;3091605;379369;1170257;269752;0
2317;928718;9373;167;311675;18102;2280739;0;137198;34570;1609021;7250;222983;8744;1061236;0;0;0;0;0;15925;52239;48;12503202;15925;512;52239;1702920;675235;1495473;116548;0
2318;1126967;8905;0;628847;61619;4105475;0;97738;313621;2322342;12721;137954;792;1189231;0;0;0;0;0;12368;50521;47879;20498424;12368;2204036;50521;105588;1454681;1725573;337442;1109
2319;1885312;8257;44;1043302;518237;7407956;0;147285;521869;5408968;13758;110138;953;933521;0;0;0;0;0;16459;55514;196983;28727004;16459;343036;55514;745375;2427212;1674439;1739310;4504
2320;2684485;13972;1199;1292594;267259;7873203;0;618801;449155;6755160;6061;89814;845;2205641;0;0;0;0;0;57060;70682;46074;39680468;57060;3901980;70682;2792602;2765439;3873929;2433842;63
2321;1926744;41587;631;1090934;778254;8743482;0;116976;1203117;5968448;6731;75496;1633;704795;0;0;0;0;0;5927;55455;400180;32195255;5927;1227882;55455;717454;1005885;2546398;1639209;1509
2322;8181801;195420;24367;2944064;2050112;24411096;2333;538007;6957365;28935764;79264;59429;4398;3295306;0;0;0;0;4270;337663;164847;215865;57793188;338739;6260161;164847;1143821;2536878;3224117;1212996;6318
2323;544127;3777;0;450933;28689;2375154;0;59292;130983;801502;0;3864;56;316703;0;0;0;0;0;0;15525;525;14551190;0;2616;15525;0;1453445;1696664;282621;0
2324;9330716;178947;1650;2748266;827986;22510051;0;725050;4791885;24618142;49649;134064;45990;3410339;0;0;0;0;3019;181851;226552;224038;63449279;181973;7254837;226552;974574;3310486;3856424;403878;2063
2325;2554438;18134;0;1126238;382403;8510146;0;930922;931941;5876177;42412;503348;2902;1036241;0;0;0;0;0;20388;87495;88351;29735610;20388;1589760;87495;2849898;1016543;2322862;747890;154
2326;832403;1812;0;337473;30252;2587297;0;48145;86619;1672003;10730;199740;19369;1008014;0;0;0;0;95;0;35896;33674;15476219;0;11185;35896;1910455;837146;1373504;253573;0
2327;802136;16676;0;458932;76823;3253321;0;135579;31151;1474733;15967;151674;0;1261212;0;0;0;0;0;0;31441;3434;25437813;0;0;31441;2298329;6943;2679901;416140;0
2328;4278046;114547;2389;1853705;2530397;14840866;0;209044;1610604;14955433;18118;330530;44696;1220283;0;0;0;0;0;54431;86069;370667;44080931;54485;1952224;86069;2080770;1495372;3463729;307031;445
2329;180567;600;0;99423;4373;661334;0;67112;29282;274695;1012;43776;0;468819;0;0;0;0;0;2961;8126;0;14710880;2961;2201724;8126;0;591394;794005;303238;0
2330;1022621;6418;0;276234;19558;1932123;0;328944;2195;2702054;11638;125577;0;2078657;0;0;0;0;0;0;29433;2696;36645369;0;0;29433;1218274;1206385;556565;629058;0
2331;86428;0;0;89366;1211;315026;0;29908;4527;266512;0;0;0;0;0;0;0;0;0;0;1173;0;17318678;0;0;1173;0;1128390;214599;712566;0
2332;288360;575;0;166402;3885;1115968;0;90415;0;484970;2763;197299;164965;239392;0;0;0;0;0;0;9054;615;16822467;0;0;9054;0;839104;1216306;214262;0
2333;1459165;12464;96;383389;106565;2818075;0;396065;435157;3697634;16800;373298;1108;1001005;0;0;0;0;0;35567;67301;21556;21410721;35567;2176852;67301;892139;680400;822266;622527;0
2334;1638312;1168;0;461628;24995;3440077;0;463424;511500;4573141;8955;1034893;9371;2032218;0;0;0;0;1198;0;58039;26348;38720626;0;0;58039;2879258;1416958;1144728;3568333;316
2335;299455;2376;0;111283;34613;776537;0;300199;66814;871056;15507;0;0;613286;0;0;0;0;0;45350;20587;924;11493201;45350;2665860;20587;0;667353;979744;1439741;0
2336;40769;0;0;18407;1195;140954;0;67916;0;115231;0;0;0;0;0;0;0;0;0;0;7846;0;3732833;0;0;7846;0;1067008;177387;216451;0
2337;353202;35;0;242960;3640;1068901;0;89569;17063;763810;5286;207137;0;570537;0;0;0;0;0;0;31837;100;14662426;0;0;31837;306572;2340081;1037839;623241;45
2338;122575;0;0;75949;3037;404086;0;47024;0;243937;166;300770;0;0;0;0;0;0;0;0;4316;5129;9015397;0;0;4316;0;795249;1121065;1768365;0
2339;570998;1185;0;232182;22265;1408138;0;166807;877;1231622;373;227939;116835;0;0;0;0;0;0;0;14094;0;22712303;0;0;14094;0;2258123;524709;1094284;191
2340;342058;859;0;128594;10784;773678;0;80810;0;423465;877;534580;0;330411;0;0;0;0;0;0;1737;0;17024701;0;0;1737;0;469175;1525111;1762033;0
2341;410943;3625;0;186789;55740;1161569;0;146259;125004;911606;995;69134;2055;428113;0;0;0;0;0;0;31793;3709;12073099;0;0;31793;1169148;173040;2091468;265841;0
2342;1467660;1987;0;364754;39793;2673758;0;335809;159386;4201882;6746;633199;0;812997;0;0;0;0;0;32748;23568;7468;18390679;32748;2321608;23568;388529;827870;823541;613164;0
2343;121361;1047;0;81673;3155;467944;0;92112;10391;117961;6337;241776;0;1739421;0;0;0;0;0;0;39030;0;18370849;0;10358;39030;0;2140517;1434665;541400;0
2344;182228;219;0;154700;19390;988911;0;84302;22706;440194;16895;229525;0;760418;0;0;0;0;359;0;22344;401919;18450045;0;0;22344;1725220;1988492;1364267;2257363;3035
2345;911417;4692;0;276675;26993;1965114;0;230081;142676;2842297;10795;27009;0;998948;0;0;0;0;666;17311;22725;1255;12558305;17333;1657561;22725;637381;324730;664068;270813;0
2346;339583;847;0;170101;11488;1088240;0;62743;0;735608;249;289804;4109;952282;0;0;0;0;0;0;16419;359;24740533;0;0;16419;2254486;0;838439;1206181;564
2347;311090;343;0;149187;6099;977797;0;135535;0;293073;0;342657;0;0;0;0;0;0;0;27986;2921;0;15293331;27986;1416502;2921;0;1022565;749987;545571;2609
2348;186935;0;0;87540;2383;434307;0;224679;0;454388;0;736451;0;0;0;0;0;0;0;0;19361;818;10759281;0;0;19361;0;2017230;699536;324184;0
2349;258740;0;0;116350;3469;699375;0;53041;0;333804;0;169977;0;0;0;0;0;0;0;0;1741;0;10121653;0;0;1741;0;1040155;0;743205;174
2350;293817;730;0;104909;3096;714118;0;95348;0;947694;340;249438;0;1174871;0;0;0;0;0;0;4279;0;19053102;0;0;4279;0;1238472;825704;1911077;0
2351;216460;276;0;165330;17983;786424;0;276921;3919;731305;40360;416470;0;1864986;0;0;0;0;0;0;44884;6495;16848448;0;0;44884;2389507;1030891;58575;3649053;244
2352;200277;0;0;64864;3811;402460;0;40951;790;637329;0;943866;0;0;0;0;0;0;0;0;2258;0;15995818;0;0;2258;0;1093435;907922;1518153;0
2353;503074;2076;5025;179630;21582;1196208;0;103067;0;1431968;161801;242418;331;1455609;0;0;0;0;0;11644;13817;0;17614787;11644;896373;13817;0;908485;767501;84450;448
2354;181484;176;0;139079;8525;863517;0;117720;0;418546;0;256105;0;0;0;0;0;0;0;0;15491;0;14495117;0;0;15491;0;1549583;807224;1417426;0
2355;148634;226;0;57572;1742;306279;0;114957;0;256323;30552;0;0;761848;0;0;0;0;0;0;18934;1628;11967046;0;0;18934;0;2192610;150510;1744011;0
2356;347376;4947;0;136453;20059;905199;0;0;0;441795;1154;315492;0;231427;0;0;0;0;0;10585;11530;0;12784560;10585;499355;11530;0;355681;1131931;437027;0
2357;259970;607;0;109023;6238;667538;0;56795;1650;803298;3432;3337;0;660183;0;0;0;0;0;0;1382;0;22221690;0;0;1382;0;1727851;509929;1090704;0
2358;241512;183;0;93592;2586;593194;0;0;0;298130;3652;119608;0;387724;0;0;0;0;0;20990;19802;506;10928609;20990;1682262;19802;0;0;1129144;854794;0
2359;72384;0;0;62035;77;335375;0;196775;0;89120;0;0;0;0;0;0;0;0;0;0;9440;22616;16756996;0;0;9440;0;1613335;1301222;2987073;5608
2360;700282;10702;279;209568;23033;1361904;0;458112;50142;3717714;21530;62158;0;1088398;0;0;0;0;0;0;14257;22946;13578173;0;0;14257;282025;1609134;151068;100353;220
2361;581646;406;0;225251;6068;1524972;0;129246;23185;912735;3254;180392;0;636785;0;0;0;0;0;0;11265;0;22800799;0;0;11265;0;2291531;127772;899052;0
2362;114579;1274;0;48623;3198;283364;0;93825;2054;436210;0;0;0;392206;0;0;0;0;0;0;502;0;10833664;0;0;502;0;653278;875249;745460;0
2363;105114;0;0;101488;609;302167;0;248997;24296;309651;4328;180655;163717;258856;0;0;0;0;0;56514;17102;41361;16148203;56514;4559873;17102;0;1436805;1566533;1094551;787
2364;136007;37;0;64429;2296;411311;0;29274;0;258204;1473;81349;0;125431;0;0;0;0;0;0;3941;0;9373391;0;0;3941;0;927342;216271;644779;0
2365;66922;0;0;50143;199;199362;0;40313;0;224446;7148;4125;253344;316759;0;0;0;0;156;38795;7828;0;11859157;38795;3243216;7828;0;267757;588189;1329445;261
2366;338859;954;0;163835;21309;1025177;0;137738;0;584796;4640;341888;0;976573;0;0;0;0;0;0;794;0;20246568;0;0;794;105919;887463;412511;545558;0
2367;493412;2131;0;210601;43402;1507001;0;132697;15916;1268922;1065;396492;22125;429828;0;0;0;0;0;0;8106;325;16236238;0;0;8106;0;803819;277012;384564;0
2368;645073;8772;0;388313;49523;2170093;0;164639;102649;1290815;9283;455293;0;340610;0;0;0;0;1038;55167;48911;179375;14479178;55167;2620482;48911;948395;1735890;825615;1475833;678
2369;1080279;5014;0;602946;150459;4483405;0;163616;59164;6006478;12767;176277;664;990582;0;0;0;0;0;26133;31489;195066;19044973;26133;2890169;31489;3968;1523768;3838814;52936;1091
2370;158898;293;0;82973;10489;531893;0;119386;1829;653295;24750;31740;69751;787769;0;0;0;0;0;81838;17391;14175;13413809;81838;4773497;17391;1196335;755415;2284889;3927359;0
2371;265025;142;0;152174;15005;1054775;0;26779;0;511291;690;336991;0;238698;0;0;0;0;0;16241;14183;1;13734344;16241;2208590;14183;0;482768;952984;936310;0
2372;249361;0;0;97962;1956;564071;0;51281;0;473190;0;528457;0;0;0;0;0;0;0;0;44;5119;18341643;0;0;44;0;948166;1132265;1741689;0
2373;349692;40;0;120173;5882;772357;0;66200;0;738116;1115;325327;0;557080;0;0;0;0;0;0;4048;0;15343974;0;0;4048;0;959928;754062;1370692;0
2374;785650;11199;0;445629;44184;2506439;0;952898;25379;2404631;9432;15497;18314;488463;0;0;0;0;3357;45515;19953;119306;22587812;45515;2267041;19953;318158;3289217;237295;734107;203
2375;100335;97;0;53624;1172;227725;0;44303;0;136470;0;91598;0;0;0;0;0;0;0;0;6564;0;16624845;0;0;6564;0;461096;1667883;296576;0
2376;164705;51;0;92339;3965;565781;0;80535;0;248924;0;324741;0;0;0;0;0;0;0;0;4561;3454;13254463;0;0;4561;0;677326;406809;710172;0
2377;5016579;114718;4103;1476325;590238;12058722;0;932866;289139;20508809;37102;398819;945;2557720;0;0;0;0;1180;185320;160531;180923;34010196;185535;6446245;160531;557454;1593299;3437419;129155;3382
2378;425733;4661;0;162177;35125;1085435;0;35222;0;665121;0;253268;0;0;0;0;0;0;0;31586;26996;266;14517238;31586;2193259;26996;0;652225;188971;41051;0
2379;139555;100;0;147029;6788;440411;0;48625;10279;614101;0;0;0;0;0;0;0;0;0;0;6530;0;22280236;0;0;6530;0;1059365;172008;4850379;0
2380;2998252;66255;2120;1238704;262765;6521523;0;794845;579125;15110472;56250;671328;141254;2015441;0;0;0;0;3054;122663;124158;454450;37091508;122663;6678192;124158;2500963;2630309;2947288;5811596;4310
2381;164216;981;0;107783;1142;596541;0;171935;0;338043;0;0;0;103520;0;0;0;0;0;0;9672;0;24484146;0;10428;9672;0;2476767;499230;574892;0
2382;217352;71;0;122777;4187;499556;0;102205;0;601331;0;269491;0;0;0;0;0;0;0;0;4930;0;13555967;0;0;4930;0;1196582;710573;1441912;0
2383;455622;264;0;256582;8485;1453097;0;82771;35278;963429;3521;67359;57871;1094994;0;0;0;0;1864;53105;20860;0;26966173;53105;4192403;20860;535176;284268;1763289;577098;0
2384;132883;4;0;78735;3100;530851;0;49395;1783;161501;555;158943;0;441225;0;0;0;0;0;0;19853;0;14940040;0;0;19853;2004672;235444;101739;764612;0
2385;470769;1802;0;178717;17380;1067271;0;97362;0;1040498;3992;773296;0;1540906;0;0;0;0;0;0;27499;0;25901287;0;0;27499;384388;1401287;1882804;4777950;0
2386;178544;0;0;54039;3629;321239;0;25344;12418;1109576;32958;4044;0;565797;0;0;0;0;0;0;23251;459;9330418;0;0;23251;693871;1155262;1389180;1442185;0
2387;132981;645;0;68521;4809;304296;0;67650;0;602284;669;78644;0;270134;0;0;0;0;0;0;615;829;14384313;0;0;615;0;466195;548343;118982;0
2388;121167;0;0;137405;6707;443260;0;87022;2813;539442;0;0;0;0;0;0;0;0;0;0;3123;0;16701361;0;0;3123;0;1660344;417123;300808;0
2389;284587;109;0;152830;4264;873597;0;168970;0;1052048;0;229710;0;0;0;0;0;0;0;0;8290;0;21956842;0;0;8290;0;1517689;1294903;3665176;0
2390;464879;4045;0;239616;28120;1612426;0;90505;5360;715218;4165;409180;0;634415;0;0;0;0;0;0;27672;0;16712760;0;0;27672;0;1105356;901279;182166;0
2391;583010;2176;0;292529;82470;1744042;0;70305;1524;2265655;10783;2357;0;979871;0;0;0;0;0;21323;38069;29018;12059220;21323;4281701;38069;37156;949198;1764830;447325;0
2392;268627;466;0;148750;1175;739049;0;163114;0;954181;10460;308713;1150;922478;0;0;0;0;0;0;12852;0;9867484;0;0;12852;0;1245021;1038206;2120360;0
2393;910280;1033;0;311965;36087;2254967;0;197871;96569;2616962;4901;241830;59843;620749;0;0;0;0;585;0;33264;690;15078167;0;0;33264;582608;767172;770718;288007;95
2394;84757;0;0;37297;645;220716;0;56977;0;226706;0;178789;0;0;0;0;0;0;0;0;12029;0;9470455;0;0;12029;0;1158904;703869;536275;0
2395;1816910;186550;7690;743021;352625;6054027;0;31463;802599;8955383;24999;111369;12211;1512997;0;0;0;0;13164;56899;88599;131036;16353804;57045;1012999;88599;1704606;502757;1262433;68247;596
2396;1439312;3329;0;926344;232225;4895104;0;234514;84675;3725415;5945;19255;0;519746;0;0;0;0;0;0;23264;0;15063596;0;40031;23264;197134;1669998;1303093;148175;0
2397;295034;12155;0;280890;41586;1727691;0;117703;24185;1209042;3713;67305;0;250905;0;0;0;0;0;21076;17447;8712;11258733;21076;703411;17447;742553;241327;592446;179956;0
2398;266542;6;0;279065;51518;1396657;0;0;13673;737730;0;0;0;0;0;0;0;0;0;0;4922;52540;9536448;0;0;4922;0;947128;243720;277834;0
2399;2538486;97437;2599;1494864;370188;11208152;0;970195;682628;7872552;4207;234336;2794;759777;0;0;0;0;0;44820;71427;857989;25011642;44820;439507;71427;2347268;1100898;1688434;105458;4612
2400;2926478;60446;0;992704;694619;7244019;0;131983;1052347;8441657;2429;0;705;764945;0;0;0;0;0;40963;73751;26470;18256171;40963;1693046;73751;1190237;842977;1043127;55617;820
2401;590170;30326;0;472369;153000;3579379;0;106494;346483;2983765;21323;183157;0;1531417;0;0;0;0;19019;21601;25971;41215;15124409;21601;2606684;25971;558909;777431;521868;633224;3062
2402;170797;228;0;297539;29356;1449045;0;4974;24349;595280;0;0;0;0;0;0;0;0;0;0;20746;0;8654064;0;0;20746;213285;920243;607347;91710;0
2403;744977;6444;297;494985;118736;2847757;0;103594;24975;1336740;3089;135240;0;1491826;0;0;0;0;0;0;42543;0;14884239;0;115895;42543;1826844;1174851;2265959;126171;0
2404;646473;3959;0;596843;189798;4230568;0;107460;278944;1945876;1744;205654;33943;92604;0;0;0;0;2775;31832;53157;122481;12495711;31832;435272;53157;814555;726617;1466202;242059;0
2405;423452;3823;0;355759;479133;2501413;0;70081;26273;1203743;7436;106257;0;220491;0;0;0;0;0;28022;39453;32275;12943754;28022;972205;39453;0;1258951;639723;103771;170
2406;308497;2516;0;235356;68218;1403979;0;0;30842;879672;0;37502;0;180017;0;0;0;0;0;0;19397;0;7778845;0;0;19397;813950;554571;896647;52308;0
2407;605823;6988;524;480826;163939;3300021;0;82499;20407;2647077;16115;111181;0;604167;0;0;0;0;4162;0;35537;21884;16002278;0;0;35537;1660742;660594;478020;89934;20480
2408;237575;8017;0;252348;49301;1006338;0;0;71957;724774;0;0;0;0;0;0;0;0;0;0;31474;0;6706919;0;0;31474;922043;411117;307699;21347;0
2409;624629;18118;0;510115;315583;3215291;0;0;7273;1703357;11843;0;0;631048;0;0;0;0;0;62203;54758;287844;14954065;62203;1752842;54758;760531;972585;1032536;1107278;0
2410;1646734;14005;0;897323;93355;4921267;0;401534;219758;5200012;3382;0;0;819007;0;0;0;0;0;29792;54217;3635;16278073;29792;2697778;54217;985498;939345;652882;203328;0
2411;405234;4667;0;225693;33739;1373789;0;10417;0;928048;930;0;0;238382;0;0;0;0;0;0;20401;0;7233006;0;0;20401;1475143;243748;1263517;22606;0
2412;1253876;43650;886;773674;242939;5733080;0;194312;179310;6263114;5183;212745;0;132772;0;0;0;0;0;54768;23392;173283;23573102;54768;3162475;23392;386475;1728522;940762;219582;0
2413;16068213;638117;204256;3293281;11792064;28309328;79970;2288816;4082803;41039173;77949;145793;1547;4386427;0;0;0;0;4969;921489;386954;176409;67694234;925361;10938518;386954;413098;4669409;3526086;170138;20922
2414;248921;2648;72;223745;27611;1286355;0;0;3266;695259;0;69846;0;0;0;0;0;0;0;3203;16539;1224;9502746;3203;506682;16539;1279161;143451;857523;58136;0
2415;531458;21050;0;334998;72255;1756265;0;59238;76013;1434717;0;0;0;0;0;0;0;0;0;0;25118;18124;10614317;0;0;25118;0;1044550;868080;175655;793
2416;1144995;24169;0;604390;478107;4102233;0;115348;244090;3203894;2685;149257;802;668644;0;0;0;0;0;42162;26456;36581;18915811;42355;2059711;26456;113216;1828775;1035954;128923;500
2417;1341098;23284;0;411581;105412;3105373;0;173173;98235;3239144;20476;88733;877;1002241;0;0;0;0;0;127187;108186;1978;13208469;127463;2774185;108186;1422013;549559;1587253;144137;648
2418;764336;7257;0;532163;59798;4059255;0;224190;14453;2002802;3100;108418;0;994873;0;0;0;0;0;83088;25193;1092;19239962;83091;2023133;25193;1474624;1492327;1359595;317434;0
2419;331624;5903;0;356736;97457;2132068;0;49943;97341;1219362;0;34300;0;0;0;0;0;0;0;0;9599;874918;10946352;0;0;9599;905649;1009100;744976;486817;268
2420;995811;11408;0;857456;161330;4344990;0;172421;156240;2039521;4539;189230;0;685885;0;0;0;0;8909;0;57097;172521;16284659;0;3325;57097;1968213;1111106;1664824;626905;237
2421;1587418;14400;99;657740;180552;4223059;0;184570;206982;2898330;3079;0;0;2246292;0;0;0;0;0;0;56604;43261;17726936;0;0;56604;3855709;613789;2641428;36005;0
2422;867835;2294;392;585243;127679;3529643;0;59226;13765;1455348;5215;88561;0;749189;0;0;0;0;5744;47125;120467;0;18939065;47125;1885088;120467;1279129;1345887;1080372;152373;125
2423;217076;11752;180;477151;114247;2478501;0;26481;0;1127483;4659;6278;0;295706;0;0;0;0;0;0;33673;0;10106890;0;0;33673;1170352;707117;823544;39566;0
2424;2074218;41518;98;1371019;407571;6951750;0;236089;142479;4506722;5734;0;237;698523;0;0;0;0;0;35763;74134;45875;22839492;35763;2909170;74134;1965868;1245039;1592579;368034;0
2425;179751;461;0;261984;13379;1320252;0;27277;11558;464354;339;170887;0;0;0;0;0;0;0;16047;11487;40267;7510786;16047;569335;11487;9676;1134240;683110;751642;0
2426;2141054;46914;0;655400;669855;4592208;0;140330;184278;4661415;1629;48700;1361;972440;0;0;0;0;0;38772;53675;18104;9933708;38772;910495;53675;1809679;316890;740053;17559;0
2427;9695984;487126;24257;2706673;3311108;22275141;1796;666123;6341142;28067184;56493;35991;48995;4798571;0;0;0;0;17004;480346;178645;621525;45363098;482073;6099336;178645;1107800;2355273;3040692;359063;23592
2428;58627;211;0;131414;38766;802970;0;0;16773;212057;0;0;0;0;0;0;0;0;0;0;9087;1091;6540475;0;0;9087;0;671919;643586;50045;0
2429;520402;3732;0;317539;92260;2190086;0;112746;18101;1215712;2345;423256;0;569045;0;0;0;0;0;0;28291;4386;15210083;0;0;28291;1204431;1790215;549290;459277;0
2430;672879;19672;0;425853;72731;2778150;0;108910;302492;2005549;512;0;0;171204;0;0;0;0;0;0;96251;6396;16764476;0;0;96251;1086914;1316951;1176890;396102;0
2431;890190;16730;0;819296;350376;5139695;0;59539;119309;2803005;11766;27613;1103;1399765;0;0;0;0;0;0;52304;11904;17618361;0;0;52304;2349744;847110;1360465;210361;1107
2432;742347;3792;0;220070;31664;1617249;0;0;1908;1973594;9239;3034;0;595128;0;0;0;0;0;27581;25486;843;11297128;27581;2126817;25486;0;1524283;1270208;140601;0
2433;672269;9698;0;427618;110609;2398796;0;135835;63179;1353857;0;293930;0;0;0;0;0;0;0;16113;23665;40621;13842342;16113;2111318;23665;1298682;611407;1730515;149755;0
2434;1004403;15889;0;667351;85843;3607414;0;164026;84388;1847484;463;148533;0;721085;0;0;0;0;0;0;36692;252;15047235;0;0;36692;1763508;1034852;1702130;248171;0
2435;308673;3110;0;349424;81767;2071387;0;55577;23228;415232;9262;6954;0;677862;0;0;0;0;0;62161;51324;7509;15731381;62161;1326277;51324;371333;1745683;880313;663609;304
2436;86295;438;0;139266;52327;864128;0;33671;3193;161466;0;123230;0;0;0;0;0;0;0;0;6779;0;6269638;0;0;6779;0;509984;566385;148929;0
2437;537608;46416;1082;314167;48461;1958815;0;66004;75622;2098931;2813;0;6037;842241;0;0;0;0;0;34234;39144;0;13578501;34234;1212082;39144;0;1322494;381741;464465;497
2438;106615;150;0;227841;57603;1180127;0;51089;29638;307028;0;0;0;0;0;0;0;0;0;0;23849;1799;8751882;0;0;23849;279478;960087;1210436;37048;0
2439;833250;34247;1534;757003;486172;4703662;0;19111;34250;2594890;4655;49663;1064;589980;0;0;0;0;0;79740;40688;25050;14584838;79740;2383631;40688;1085115;1204448;717597;10893;542
2440;289060;2622;0;264251;36699;1856401;0;54393;4851;458562;0;120043;0;0;0;0;0;0;0;0;2330;639;8015463;0;0;2330;0;872756;912350;41591;250
2441;8575535;584337;75667;3680273;2268490;31082498;3668;71893;2670737;40641946;37425;11862;2860;3460500;0;0;0;0;9878;603062;215334;221732;52176714;607270;6584164;215334;1884372;1989724;3574952;39576;12994
2442;159907;624;0;73476;22208;500315;0;0;10426;414344;1707;2904;0;490493;0;0;0;0;0;0;3634;0;4919591;0;0;3634;0;620261;293128;167070;0
2443;676262;17110;0;268320;92090;1900591;0;141973;27106;2160848;3582;31270;6089;540436;0;0;0;0;0;0;47789;0;10887396;0;0;47789;1467532;136375;1611939;133704;490
2444;1371954;727;0;717754;161892;4254184;0;97983;332;2689070;6846;136159;0;821122;0;0;0;0;0;0;60033;2672;19494849;0;7798;60033;2012324;649587;1627222;148998;249
2445;234864;1308;0;204635;44464;1099812;0;48260;23166;406625;1245;145042;0;217227;0;0;0;0;0;0;22769;17684;6535468;0;0;22769;757781;1074714;264364;165779;0
2446;918262;690;0;734917;220787;4137399;0;132488;31221;2100013;1949;349262;0;117874;0;0;0;0;0;0;53846;983;15008219;0;0;53846;1863959;1066949;1525684;63532;0
2447;1211555;54371;4788;645049;261721;5056992;0;67627;54988;4870947;7282;74054;1110;613868;0;0;0;0;0;65906;57444;84529;12382733;65924;2134885;57444;986679;823123;483020;25247;0
2448;1474429;68254;10880;703074;318661;5144404;0;154023;42876;4683014;6345;52230;439;1123104;0;0;0;0;0;45590;40290;34419;17457402;45590;2272880;40290;1167631;1363066;1164180;157645;0
2449;570600;4723;0;360241;86201;2315774;0;79344;0;1522849;5269;6930;1580;806226;0;0;0;0;0;0;23707;1191;15416354;0;106849;23707;2618074;874404;1184092;125924;0
2450;546192;218;0;533979;38048;2289326;0;9222;12521;1088670;0;0;0;0;0;0;0;0;0;0;5823;3168;10957639;0;0;5823;0;1049387;915389;19559;0
2451;3592336;81739;1716;845377;558571;6275652;0;338762;603581;10037849;6364;340950;159;1460300;0;0;0;0;0;39214;111333;5996;18862214;39416;2592407;111333;2653533;1268259;1662622;635562;229
2452;511909;4588;277;377065;67733;2513048;0;64356;148796;2071018;5903;159304;0;426299;0;0;0;0;0;73927;59769;249432;10637455;73927;2796488;59769;689608;1382665;1104195;543195;348
2453;1071766;955;0;477278;139784;3142878;0;118773;7714;2042727;3687;115277;911;619803;0;0;0;0;0;15501;21776;0;12106467;15501;1115921;21776;0;1507697;1142115;64273;1058
2454;2450642;26448;5906;1020857;338964;7212245;0;177483;134622;5742973;15805;169060;0;1248852;0;0;0;0;0;27005;126329;27044;26097797;27005;2084228;126329;2660170;1909523;1673844;171028;688
2455;137175;1613;0;185972;68547;1223484;0;0;4121;327077;0;0;0;0;0;0;0;0;0;0;27466;5814;6264577;0;0;27466;164027;914361;531336;121790;0
2456;1085560;17467;311;623285;288553;4487254;0;60479;27583;3551929;5729;105199;3720;627766;0;0;0;0;0;0;40307;161642;20675077;0;601307;40307;869461;1304297;1238504;610562;178
2457;3431786;24391;2535;1410234;1228384;10986236;0;552088;1583850;11940776;20465;172092;4733;1153392;0;0;0;0;0;36262;89778;72479;32732693;36262;1588515;89778;1638697;1865440;1302427;490102;3200
2458;196676;7560;196;180467;128104;842528;0;0;19720;637921;0;0;0;0;0;0;0;0;0;0;4773;0;4421454;0;0;4773;0;315878;403097;22838;0
2459;186535;10225;0;283417;136329;1876971;0;29263;28620;1244295;6697;102159;0;615815;0;0;0;0;27834;0;18657;61523;12764670;0;0;18657;862430;734093;676423;294337;667
2460;1296471;17819;0;489887;116953;3112456;0;151081;144863;2381822;16475;159730;0;1040868;0;0;0;0;0;57657;109518;431644;14416939;57657;1996989;109518;1672283;581384;1742500;92983;0
2461;385743;646;0;377160;83020;1970557;0;11827;42329;1683198;0;105313;0;0;0;0;0;0;0;0;13680;6574;12400905;0;0;13680;1452561;794492;976221;22151;0
2462;185181;1976;0;165923;9420;771486;0;40167;6313;247886;0;0;0;0;0;0;0;0;0;0;46135;0;8275981;0;0;46135;743723;667316;629536;668060;0
2463;160734;13919;0;149092;54078;670184;0;0;19003;627609;0;7368;0;0;0;0;0;0;0;0;14892;21334;4899026;0;0;14892;358224;177877;333969;148102;640
2464;307587;5282;2322;248250;122431;1761608;0;58331;58629;661856;18066;43435;0;1397330;0;0;0;0;0;0;52056;526284;10514423;0;0;52056;1269892;970191;535377;666552;158
2465;1914655;36913;0;849434;396967;5388218;0;17680;2336203;7956929;3487;20593;1125;826666;0;0;0;0;0;47199;60636;30188;20002807;47199;3409266;60636;684746;1246031;1371371;300172;230
2466;813901;16172;88;380166;191850;2615738;0;121094;190213;2625341;3676;8351;44649;641267;0;0;0;0;0;0;46618;33667;11843122;0;0;46618;1698681;628022;428161;111582;372
